"File","Line","Function","Case","TargetModes","Strings","Risk","RiskReasons","Evidence"
"src\redit.c","727","redit_disp_resets_menu","'D'","","Door %-9s set to %s | locked | closed | open","READ_OR_UNKNOWN","","        case 'D':
          write_to_output(d, ""Door %-9s set to %s\r\n"",
            dirs[cmd[zone_index].arg2],
            (cmd[zone_index].arg3 == 2) ? ""locked"" :
            ((cmd[zone_index].arg3 == 1) ? ""closed"" : ""open""));
          break;"
"src\redit.c","733","redit_disp_resets_menu","'T'","","Trigger [%d] attach to %s | mob | object | room","READ_OR_UNKNOWN","","        case 'T':
          write_to_output(d, ""Trigger [%d] attach to %s\r\n"",
            trig_index[cmd[zone_index].arg2]->vnum,
            cmd[zone_index].arg1 == MOB_TRIGGER ? ""mob"" :
            (cmd[zone_index].arg1 == OBJ_TRIGGER ? ""object"" : ""room""));
          break;"
"src\redit.c","739","redit_disp_resets_menu","'V'","","Var %s:%d = %s (%s) | <none> | mob | object | room","READ_OR_UNKNOWN","","        case 'V':
          write_to_output(d, ""Var %s:%d = %s (%s)\r\n"",
            cmd[zone_index].sarg1 ? cmd[zone_index].sarg1 : ""<none>"",
            cmd[zone_index].arg2,
            cmd[zone_index].sarg2 ? cmd[zone_index].sarg2 : ""<none>"",
            cmd[zone_index].arg1 == MOB_TRIGGER ? ""mob"" :
            (cmd[zone_index].arg1 == OBJ_TRIGGER ? ""object"" : ""room""));
          break;"
"src\redit.c","747","redit_disp_resets_menu","default","","Command %c","READ_OR_UNKNOWN","","        default:
          write_to_output(d, ""Command %c\r\n"", cmd[zone_index].command);
          break;"
"src\redit.c","774","redit_parse","REDIT_REFERENCES","","","READ_OR_UNKNOWN","","  case REDIT_REFERENCES:
    redit_disp_menu(d);
    return;"
"src\redit.c","777","redit_parse","REDIT_CONFIRM_SAVESTRING","","","READ_OR_UNKNOWN","","  case REDIT_CONFIRM_SAVESTRING:
    switch (*arg) {"
"src\redit.c","779","redit_parse","'y'","","","READ_OR_UNKNOWN","","    case 'y':"
"src\redit.c","780","redit_parse","'Y'","","OLC: %s edits room %d. | Room saved to disk. | Room saved to memory.","SAVE_PATH","disk/save operation","    case 'Y':
      redit_save_resets(d);
      redit_save_internally(d);
      mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), TRUE, ""OLC: %s edits room %d."", GET_NAME(d->character), OLC_NUM(d));
      if (CONFIG_OLC_SAVE) {
        redit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
        save_zone(OLC_ZNUM(d));
        write_to_output(d, ""Room saved to disk.\r\n"");
      } else
        write_to_output(d, ""Room saved to memory.\r\n"");
      /* Free everything. */
      cleanup_olc(d, CLEANUP_ALL);
      break;"
"src\redit.c","793","redit_parse","'n'","","","READ_OR_UNKNOWN","","    case 'n':"
"src\redit.c","794","redit_parse","'N'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'N':
      /* If not saving, we must free the script_proto list. We do so by 
       * assigning it to the edited room and letting free_room in 
       * cleanup_olc handle it. */
      OLC_ROOM(d)->proto_script = OLC_SCRIPT(d);
      cleanup_olc(d, CLEANUP_ALL);
      break;"
"src\redit.c","801","redit_parse","default","","Invalid choice!\r\nDo you wish to save your changes ? :","READ_OR_UNKNOWN","","    default:
      write_to_output(d, ""Invalid choice!\r\nDo you wish to save your changes ? : "");
      break;"
"src\redit.c","807","redit_parse","REDIT_MAIN_MENU","","","READ_OR_UNKNOWN","","  case REDIT_MAIN_MENU:
    switch (*arg) {"
"src\redit.c","809","redit_parse","'q'","","","READ_OR_UNKNOWN","","    case 'q':"
"src\redit.c","810","redit_parse","'Q'","REDIT_CONFIRM_SAVESTRING","Do you wish to save your changes? :","MUTATING_REVIEW","OLC/object/flag mutation","    case 'Q':
      if (OLC_VAL(d)) { /* Something has been modified. */
        write_to_output(d, ""Do you wish to save your changes? : "");
        OLC_MODE(d) = REDIT_CONFIRM_SAVESTRING;
      } else
        cleanup_olc(d, CLEANUP_ALL);
      return;"
"src\redit.c","817","redit_parse","'1'","REDIT_NAME","Enter room name:-\r\n]","MUTATING_REVIEW","OLC/object/flag mutation","    case '1':
      write_to_output(d, ""Enter room name:-\r\n] "");
      OLC_MODE(d) = REDIT_NAME;
      break;"
"src\redit.c","821","redit_parse","'2'","REDIT_DESC","Enter room description: | %s","MUTATING_REVIEW","OLC/object/flag mutation | multiline editor entry","    case '2':
      OLC_MODE(d) = REDIT_DESC;
      clear_screen(d);
      send_editor_help(d);
      write_to_output(d, ""Enter room description:\r\n\r\n"");

      if (OLC_ROOM(d)->description) {
	write_to_output(d, ""%s"", OLC_ROOM(d)->description);
	oldtext = strdup(OLC_ROOM(d)->description);
      }
      string_write(d, &OLC_ROOM(d)->description, MAX_ROOM_DESC, 0, oldtext);
      OLC_VAL(d) = 1;
      break;"
"src\redit.c","834","redit_parse","'3'","","","READ_OR_UNKNOWN","","    case '3':
      redit_disp_flag_menu(d);
      break;"
"src\redit.c","837","redit_parse","'4'","","","READ_OR_UNKNOWN","","    case '4':
      redit_disp_sector_menu(d);
      break;"
"src\redit.c","840","redit_parse","'5'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case '5':
      OLC_VAL(d) = NORTH;
      redit_disp_exit_menu(d);
      break;"
"src\redit.c","844","redit_parse","'6'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case '6':
      OLC_VAL(d) = EAST;
      redit_disp_exit_menu(d);
      break;"
"src\redit.c","848","redit_parse","'7'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case '7':
      OLC_VAL(d) = SOUTH;
      redit_disp_exit_menu(d);
      break;"
"src\redit.c","852","redit_parse","'8'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case '8':
      OLC_VAL(d) = WEST;
      redit_disp_exit_menu(d);
      break;"
"src\redit.c","856","redit_parse","'9'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case '9':
      OLC_VAL(d) = UP;
      redit_disp_exit_menu(d);
      break;"
"src\redit.c","860","redit_parse","'a'","","","READ_OR_UNKNOWN","","    case 'a':"
"src\redit.c","861","redit_parse","'A'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'A':
      OLC_VAL(d) = DOWN;
      redit_disp_exit_menu(d);
      break;"
"src\redit.c","865","redit_parse","'b'","","","READ_OR_UNKNOWN","","    case 'b':"
"src\redit.c","866","redit_parse","'B'","","Invalid choice!","MUTATING_REVIEW","OLC/object/flag mutation","    case 'B':
      if (!CONFIG_DIAGONAL_DIRS) {
        write_to_output(d, ""Invalid choice!"");
        redit_disp_menu(d);
      } else {
        OLC_VAL(d) = NORTHWEST;
        redit_disp_exit_menu(d);
      }
      break;"
"src\redit.c","875","redit_parse","'c'","","","READ_OR_UNKNOWN","","    case 'c':"
"src\redit.c","876","redit_parse","'C'","","Invalid choice!","MUTATING_REVIEW","OLC/object/flag mutation","    case 'C':
      if (!CONFIG_DIAGONAL_DIRS) {
        write_to_output(d, ""Invalid choice!"");
        redit_disp_menu(d);
      } else {
        OLC_VAL(d) = NORTHEAST;
        redit_disp_exit_menu(d);
      }
      break;"
"src\redit.c","885","redit_parse","'d'","","","READ_OR_UNKNOWN","","    case 'd':"
"src\redit.c","886","redit_parse","'D'","","Invalid choice!","MUTATING_REVIEW","OLC/object/flag mutation","    case 'D':
      if (!CONFIG_DIAGONAL_DIRS) {
        write_to_output(d, ""Invalid choice!"");
        redit_disp_menu(d);
      } else {
        OLC_VAL(d) = SOUTHEAST;
        redit_disp_exit_menu(d);
      }
      break;"
"src\redit.c","895","redit_parse","'e'","","","READ_OR_UNKNOWN","","    case 'e':"
"src\redit.c","896","redit_parse","'E'","","Invalid choice!","MUTATING_REVIEW","OLC/object/flag mutation","    case 'E':
      if (!CONFIG_DIAGONAL_DIRS) {
        write_to_output(d, ""Invalid choice!"");
        redit_disp_menu(d);
      } else {
        OLC_VAL(d) = SOUTHWEST;
        redit_disp_exit_menu(d);
      }
      break;"
"src\redit.c","905","redit_parse","'f'","","","READ_OR_UNKNOWN","","    case 'f':"
"src\redit.c","906","redit_parse","'F'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'F':
      /* If the extra description doesn't exist. */
      if (!OLC_ROOM(d)->ex_description)
	CREATE(OLC_ROOM(d)->ex_description, struct extra_descr_data, 1);
      OLC_DESC(d) = OLC_ROOM(d)->ex_description;
      redit_disp_extradesc_menu(d);
      break;"
"src\redit.c","913","redit_parse","'y'","","","READ_OR_UNKNOWN","","    case 'y':"
"src\redit.c","914","redit_parse","'Y'","REDIT_REFERENCES","Room","MUTATING_REVIEW","OLC/object/flag mutation","    case 'Y':
      builder_refs_display(d, BREF_ROOM, OLC_NUM(d), ""Room"");
      OLC_MODE(d) = REDIT_REFERENCES;
      return;"
"src\redit.c","918","redit_parse","'w'","","","READ_OR_UNKNOWN","","    case 'w':"
"src\redit.c","919","redit_parse","'W'","REDIT_COPY","Copy what room?","MUTATING_REVIEW","OLC/object/flag mutation","    case 'W':
      write_to_output(d, ""Copy what room? "");
      OLC_MODE(d) = REDIT_COPY;
      break;"
"src\redit.c","923","redit_parse","'r'","","","READ_OR_UNKNOWN","","    case 'r':"
"src\redit.c","924","redit_parse","'R'","","","READ_OR_UNKNOWN","","    case 'R':
      redit_disp_resets_menu(d);
      return;"
"src\redit.c","927","redit_parse","'x'","","","READ_OR_UNKNOWN","","    case 'x':"
"src\redit.c","928","redit_parse","'X'","REDIT_DELETE","Are you sure you want to delete this room?","MUTATING_REVIEW","OLC/object/flag mutation","    case 'X':
      /* Delete the room, prompt first. */
      write_to_output(d, ""Are you sure you want to delete this room? "");
      OLC_MODE(d) = REDIT_DELETE;
      break;"
"src\redit.c","934","redit_parse","'s'","","","READ_OR_UNKNOWN","","    case 's':"
"src\redit.c","935","redit_parse","'S'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'S':
      OLC_SCRIPT_EDIT_MODE(d) = SCRIPT_MAIN_MENU;
      dg_script_menu(d);
      return;"
"src\redit.c","939","redit_parse","default","","Invalid choice!","READ_OR_UNKNOWN","","    default:
      write_to_output(d, ""Invalid choice!"");
      redit_disp_menu(d);
      break;"
"src\redit.c","947","redit_parse","OLC_SCRIPT_EDIT","","","READ_OR_UNKNOWN","","  case OLC_SCRIPT_EDIT:
    if (dg_script_edit_parse(d, arg)) return;
    redit_disp_menu(d);
    return;"
"src\redit.c","952","redit_parse","REDIT_NAME","","","READ_OR_UNKNOWN","","  case REDIT_NAME:
    if (!genolc_checkstring(d, arg))
      break;"
"src\redit.c","965","redit_parse","REDIT_DESC","","SYSERR: Reached REDIT_DESC case in parse_redit(). | Oops, in REDIT_DESC.","READ_OR_UNKNOWN","","  case REDIT_DESC:
    /* We will NEVER get here, we hope. */
    mudlog(BRF, LVL_BUILDER, TRUE, ""SYSERR: Reached REDIT_DESC case in parse_redit()."");
    write_to_output(d, ""Oops, in REDIT_DESC.\r\n"");
    break;"
"src\redit.c","971","redit_parse","REDIT_FLAGS","","That is not a valid choice!","READ_OR_UNKNOWN","","  case REDIT_FLAGS:
    number = atoi(arg);
    if (number < 0 || number > NUM_ROOM_FLAGS) {
      write_to_output(d, ""That is not a valid choice!\r\n"");
      redit_disp_flag_menu(d);
    } else if (number == 0)
      break;"
"src\redit.c","985","redit_parse","REDIT_SECTOR","","Invalid choice!","READ_OR_UNKNOWN","","  case REDIT_SECTOR:
    number = atoi(arg) - 1;
    if (number < 0 || number >= NUM_ROOM_SECTORS) {
      write_to_output(d, ""Invalid choice!"");
      redit_disp_sector_menu(d);
      return;"
"src\redit.c","995","redit_parse","REDIT_EXIT_MENU","","","READ_OR_UNKNOWN","","  case REDIT_EXIT_MENU:
    switch (*arg) {"
"src\redit.c","997","redit_parse","'0'","","","READ_OR_UNKNOWN","","    case '0':
      break;"
"src\redit.c","999","redit_parse","'1'","REDIT_EXIT_NUMBER","Exit to room number :","MUTATING_REVIEW","OLC/object/flag mutation","    case '1':
      OLC_MODE(d) = REDIT_EXIT_NUMBER;
      write_to_output(d, ""Exit to room number : "");
      return;"
"src\redit.c","1003","redit_parse","'2'","REDIT_EXIT_DESCRIPTION","Enter exit description: | %s","MUTATING_REVIEW","OLC/object/flag mutation | multiline editor entry","    case '2':
      OLC_MODE(d) = REDIT_EXIT_DESCRIPTION;
      send_editor_help(d);
      write_to_output(d, ""Enter exit description:\r\n\r\n"");
      if (OLC_EXIT(d)->general_description) {
	write_to_output(d, ""%s"", OLC_EXIT(d)->general_description);
	oldtext = strdup(OLC_EXIT(d)->general_description);
      }
      string_write(d, &OLC_EXIT(d)->general_description, MAX_EXIT_DESC, 0, oldtext);
      return;"
"src\redit.c","1013","redit_parse","'3'","REDIT_EXIT_KEYWORD","Enter keywords :","MUTATING_REVIEW","OLC/object/flag mutation","    case '3':
      OLC_MODE(d) = REDIT_EXIT_KEYWORD;
      write_to_output(d, ""Enter keywords : "");
      return;"
"src\redit.c","1017","redit_parse","'4'","REDIT_EXIT_KEY","Enter key number :","MUTATING_REVIEW","OLC/object/flag mutation","    case '4':
      OLC_MODE(d) = REDIT_EXIT_KEY;
      write_to_output(d, ""Enter key number : "");
      return;"
"src\redit.c","1021","redit_parse","'5'","REDIT_EXIT_DOORFLAGS","","MUTATING_REVIEW","OLC/object/flag mutation","    case '5':
      OLC_MODE(d) = REDIT_EXIT_DOORFLAGS;
      redit_disp_exit_flag_menu(d);
      return;"
"src\redit.c","1025","redit_parse","'6'","","","DESTRUCTIVE_REVIEW","delete/purge/extract/remove/free operation | OLC/object/flag mutation","    case '6':
      /*
       * Delete an exit.
       */
      if (OLC_EXIT(d)->keyword)
	free(OLC_EXIT(d)->keyword);
      if (OLC_EXIT(d)->general_description)
	free(OLC_EXIT(d)->general_description);
      if (OLC_EXIT(d))
	free(OLC_EXIT(d));
      OLC_EXIT(d) = NULL;
      break;"
"src\redit.c","1037","redit_parse","default","","Try again :","READ_OR_UNKNOWN","","    default:
      write_to_output(d, ""Try again : "");
      return;"
"src\redit.c","1043","redit_parse","REDIT_EXIT_NUMBER","","That room does not exist, try again :","READ_OR_UNKNOWN","","  case REDIT_EXIT_NUMBER:
    if ((number = atoi(arg)) != -1)
      if ((number = real_room(number)) == NOWHERE) {
	write_to_output(d, ""That room does not exist, try again : "");
	return;"
"src\redit.c","1053","redit_parse","REDIT_EXIT_DESCRIPTION","","SYSERR: Reached REDIT_EXIT_DESC case in parse_redit | Oops, in REDIT_EXIT_DESCRIPTION.","READ_OR_UNKNOWN","","  case REDIT_EXIT_DESCRIPTION:
    /* We should NEVER get here, hopefully. */
    mudlog(BRF, LVL_BUILDER, TRUE, ""SYSERR: Reached REDIT_EXIT_DESC case in parse_redit"");
    write_to_output(d, ""Oops, in REDIT_EXIT_DESCRIPTION.\r\n"");
    break;"
"src\redit.c","1059","redit_parse","REDIT_EXIT_KEYWORD","","","DESTRUCTIVE_REVIEW","delete/purge/extract/remove/free operation | OLC/object/flag mutation","  case REDIT_EXIT_KEYWORD:
    if (OLC_EXIT(d)->keyword)
      free(OLC_EXIT(d)->keyword);
    OLC_EXIT(d)->keyword = str_udup(arg);
    redit_disp_exit_menu(d);
    return;"
"src\redit.c","1066","redit_parse","REDIT_EXIT_KEY","","","MUTATING_REVIEW","OLC/object/flag mutation","  case REDIT_EXIT_KEY:
    number = atoi(arg);
    if (number < 0)
      OLC_EXIT(d)->key = NOTHING;
    else
      OLC_EXIT(d)->key = number;
    redit_disp_exit_menu(d);
    return;"
"src\redit.c","1075","redit_parse","REDIT_EXIT_DOORFLAGS","","That's not a valid choice!","MUTATING_REVIEW","OLC/object/flag mutation","  case REDIT_EXIT_DOORFLAGS:
    number = atoi(arg);
    if (number < 0 || number > 4) {
      write_to_output(d, ""That's not a valid choice!\r\n"");
      redit_disp_exit_flag_menu(d);
    } else {
      /* Doors are a bit idiotic, don't you think? :) -- I agree. -gg */
      OLC_EXIT(d)->exit_info = (number == 0 ? 0 :
				(number == 1 ? EX_ISDOOR :
                (number == 2 ? EX_ISDOOR | EX_PICKPROOF :
                (number == 3 ? EX_ISDOOR | EX_HIDDEN :
                (number == 4 ? EX_ISDOOR | EX_PICKPROOF | EX_HIDDEN : 0)))));
      /* Jump back to the menu system. */
      redit_disp_exit_menu(d);
    }
    return;"
"src\redit.c","1092","redit_parse","REDIT_EXTRADESC_KEY","","","DESTRUCTIVE_REVIEW","delete/purge/extract/remove/free operation | OLC/object/flag mutation","  case REDIT_EXTRADESC_KEY:
    if (genolc_checkstring(d, arg)) {
      if (OLC_DESC(d)->keyword)
        free(OLC_DESC(d)->keyword);
      OLC_DESC(d)->keyword = str_udup(arg);
    }
    redit_disp_extradesc_menu(d);
    return;"
"src\redit.c","1101","redit_parse","REDIT_EXTRADESC_MENU","","","READ_OR_UNKNOWN","","  case REDIT_EXTRADESC_MENU:
    switch ((number = atoi(arg))) {"
"src\redit.c","1103","redit_parse","0","","","DESTRUCTIVE_REVIEW","delete/purge/extract/remove/free operation | OLC/object/flag mutation","    case 0:
      /* If something got left out, delete the extra description when backing 
         out to the menu. */
      if (OLC_DESC(d)->keyword == NULL || OLC_DESC(d)->description == NULL) {
	struct extra_descr_data *temp;
	if (OLC_DESC(d)->keyword)
	  free(OLC_DESC(d)->keyword);
	if (OLC_DESC(d)->description)
	  free(OLC_DESC(d)->description);

	/* Clean up pointers. */
	REMOVE_FROM_LIST(OLC_DESC(d), OLC_ROOM(d)->ex_description, next);
	free(OLC_DESC(d));
      }
      break;"
"src\redit.c","1118","redit_parse","1","REDIT_EXTRADESC_KEY","Enter keywords, separated by spaces :","MUTATING_REVIEW","OLC/object/flag mutation","    case 1:
      OLC_MODE(d) = REDIT_EXTRADESC_KEY;
      write_to_output(d, ""Enter keywords, separated by spaces : "");
      return;"
"src\redit.c","1122","redit_parse","2","REDIT_EXTRADESC_DESCRIPTION","Enter extra description: | %s","MUTATING_REVIEW","OLC/object/flag mutation | multiline editor entry","    case 2:
      OLC_MODE(d) = REDIT_EXTRADESC_DESCRIPTION;
      send_editor_help(d);
      write_to_output(d, ""Enter extra description:\r\n\r\n"");
      if (OLC_DESC(d)->description) {
	write_to_output(d, ""%s"", OLC_DESC(d)->description);
	oldtext = strdup(OLC_DESC(d)->description);
      }
      string_write(d, &OLC_DESC(d)->description, MAX_MESSAGE_LENGTH, 0, oldtext);
      return;"
"src\redit.c","1132","redit_parse","3","","You can't edit the next extra description without completing this one.","MUTATING_REVIEW","OLC/object/flag mutation","    case 3:
      if (OLC_DESC(d)->keyword == NULL || OLC_DESC(d)->description == NULL) {
	write_to_output(d, ""You can't edit the next extra description without completing this one.\r\n"");
	redit_disp_extradesc_menu(d);
      } else {
	struct extra_descr_data *new_extra;

	if (OLC_DESC(d)->next)
	  OLC_DESC(d) = OLC_DESC(d)->next;
	else {
	  /* Make new extra description and attach at end. */
	  CREATE(new_extra, struct extra_descr_data, 1);
	  OLC_DESC(d)->next = new_extra;
	  OLC_DESC(d) = new_extra;
	}
	redit_disp_extradesc_menu(d);
      }
      return;"
"src\redit.c","1153","redit_parse","REDIT_COPY","","That room does not exist.","READ_OR_UNKNOWN","","  case REDIT_COPY:
    if ((number = real_room(atoi(arg))) != NOWHERE) {
      redit_setup_existing(d, number);
    } else
      write_to_output(d, ""That room does not exist.\r\n"");
    break;"
"src\redit.c","1160","redit_parse","REDIT_DELETE","","Room deleted. | Couldn't delete the room!.","DESTRUCTIVE_REVIEW","delete/purge/extract/remove/free operation","  case REDIT_DELETE:
    if (*arg == 'y' || *arg == 'Y') {
      if (delete_room(real_room(OLC_ROOM(d)->number)))
        write_to_output(d, ""Room deleted.\r\n"");
     else
        write_to_output(d, ""Couldn't delete the room!.\r\n"");

      cleanup_olc(d, CLEANUP_ALL);
      return;"
"src\redit.c","1178","redit_parse","REDIT_RESETS_MENU","","","READ_OR_UNKNOWN","","  case REDIT_RESETS_MENU:
    switch (*arg) {"
"src\redit.c","1180","redit_parse","'a'","","","READ_OR_UNKNOWN","","      case 'a':"
"src\redit.c","1181","redit_parse","'A'","REDIT_RESETS_ADD_MOB","Enter mob vnum and max existing (1-%d, 0 to cancel):","MUTATING_REVIEW","OLC/object/flag mutation","      case 'A':
        write_to_output(d, ""Enter mob vnum and max existing (1-%d, 0 to cancel): "", MAX_DUPLICATES);
        OLC_MODE(d) = REDIT_RESETS_ADD_MOB;
        return;"
"src\redit.c","1185","redit_parse","'b'","","","READ_OR_UNKNOWN","","      case 'b':"
"src\redit.c","1186","redit_parse","'B'","REDIT_RESETS_ADD_OBJ","Enter object vnum and max existing (1-%d, 0 to cancel):","MUTATING_REVIEW","OLC/object/flag mutation","      case 'B':
        write_to_output(d, ""Enter object vnum and max existing (1-%d, 0 to cancel): "", MAX_DUPLICATES);
        OLC_MODE(d) = REDIT_RESETS_ADD_OBJ;
        return;"
"src\redit.c","1190","redit_parse","'d'","","","READ_OR_UNKNOWN","","      case 'd':"
"src\redit.c","1191","redit_parse","'D'","REDIT_RESETS_DELETE","Delete which room reset number (0 to cancel)?","MUTATING_REVIEW","OLC/object/flag mutation","      case 'D':
        write_to_output(d, ""Delete which room reset number (0 to cancel)? "");
        OLC_MODE(d) = REDIT_RESETS_DELETE;
        return;"
"src\redit.c","1195","redit_parse","'q'","","","READ_OR_UNKNOWN","","      case 'q':"
"src\redit.c","1196","redit_parse","'Q'","","","READ_OR_UNKNOWN","","      case 'Q':
        redit_disp_menu(d);
        return;"
"src\redit.c","1199","redit_parse","default","","Invalid choice!","READ_OR_UNKNOWN","","      default:
        write_to_output(d, ""Invalid choice!\r\n"");
        redit_disp_resets_menu(d);
        return;"
"src\redit.c","1206","redit_parse","REDIT_RESETS_ADD_MOB","","","READ_OR_UNKNOWN","","  case REDIT_RESETS_ADD_MOB:
  {
    char mob_arg[MAX_INPUT_LENGTH], max_arg[MAX_INPUT_LENGTH];
    mob_rnum mob_num;
    room_rnum room_num;
    int max_existing;
    struct reset_com newcmd;

    two_arguments(arg, mob_arg, max_arg);
    if (!*mob_arg || *mob_arg == '0') {
      redit_disp_resets_menu(d);
      return;"
"src\redit.c","1258","redit_parse","REDIT_RESETS_ADD_OBJ","","","READ_OR_UNKNOWN","","  case REDIT_RESETS_ADD_OBJ:
  {
    char obj_arg[MAX_INPUT_LENGTH], max_arg[MAX_INPUT_LENGTH];
    obj_rnum obj_num;
    room_rnum room_num;
    int max_existing;
    struct reset_com newcmd;

    two_arguments(arg, obj_arg, max_arg);
    if (!*obj_arg || *obj_arg == '0') {
      redit_disp_resets_menu(d);
      return;"
"src\redit.c","1310","redit_parse","REDIT_RESETS_DELETE","","","READ_OR_UNKNOWN","","  case REDIT_RESETS_DELETE:
  {
    int entry, count;
    int *entries = NULL, *chain_ends = NULL, *roots = NULL;
    int zone_index, i;
    struct reset_com *cmd;

    entry = atoi(arg);
    if (entry <= 0) {
      redit_disp_resets_menu(d);
      return;"
"src\redit.c","1359","redit_parse","default","","SYSERR: Reached default case in parse_redit","READ_OR_UNKNOWN","","  default:
    /* We should never get here. */
    mudlog(BRF, LVL_BUILDER, TRUE, ""SYSERR: Reached default case in parse_redit"");
    break;"
"src\redit.c","1372","redit_string_cleanup","REDIT_DESC","","","READ_OR_UNKNOWN","","  case REDIT_DESC:
    redit_disp_menu(d);
    break;"
"src\redit.c","1375","redit_string_cleanup","REDIT_EXIT_DESCRIPTION","","","READ_OR_UNKNOWN","","  case REDIT_EXIT_DESCRIPTION:
    redit_disp_exit_menu(d);
    break;"
"src\redit.c","1378","redit_string_cleanup","REDIT_EXTRADESC_DESCRIPTION","","","READ_OR_UNKNOWN","","  case REDIT_EXTRADESC_DESCRIPTION:
    redit_disp_extradesc_menu(d);
    break;"
"src\sedit.c","445","sedit_parse","SEDIT_CONFIRM_SAVESTRING","","","READ_OR_UNKNOWN","","  case SEDIT_CONFIRM_SAVESTRING:
    switch (*arg) {"
"src\sedit.c","447","sedit_parse","'y'","","","READ_OR_UNKNOWN","","    case 'y':"
"src\sedit.c","448","sedit_parse","'Y'","","OLC: %s edits shop %d | Shop saved to disk. | Shop saved to memory.","SAVE_PATH","disk/save operation","    case 'Y':
      sedit_save_internally(d);
      mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), TRUE,
             ""OLC: %s edits shop %d"", GET_NAME(d->character),
             OLC_NUM(d));
      if (CONFIG_OLC_SAVE) {
        sedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
        write_to_output(d, ""Shop saved to disk.\r\n"");
      } else
        write_to_output(d, ""Shop saved to memory.\r\n"");

      cleanup_olc(d, CLEANUP_STRUCTS);
      return;"
"src\sedit.c","461","sedit_parse","'n'","","","READ_OR_UNKNOWN","","    case 'n':"
"src\sedit.c","462","sedit_parse","'N'","","","READ_OR_UNKNOWN","","    case 'N':
      cleanup_olc(d, CLEANUP_ALL);
      return;"
"src\sedit.c","465","sedit_parse","default","","Invalid choice!\r\nDo you wish to save your changes? :","READ_OR_UNKNOWN","","    default:
     write_to_output(d, ""Invalid choice!\r\nDo you wish to save your changes? : "");
      return;"
"src\sedit.c","470","sedit_parse","SEDIT_MAIN_MENU","","","READ_OR_UNKNOWN","","  case SEDIT_MAIN_MENU:
    i = 0;
    switch (*arg) {"
"src\sedit.c","473","sedit_parse","'w'","","","READ_OR_UNKNOWN","","    case 'w':"
"src\sedit.c","474","sedit_parse","'W'","SEDIT_COPY","Copy what shop?","MUTATING_REVIEW","OLC/object/flag mutation","    case 'W':
      write_to_output(d, ""Copy what shop? "");
      OLC_MODE(d) = SEDIT_COPY;
      return;"
"src\sedit.c","478","sedit_parse","'q'","","","READ_OR_UNKNOWN","","    case 'q':"
"src\sedit.c","479","sedit_parse","'Q'","SEDIT_CONFIRM_SAVESTRING","Do you wish to save your changes? :","MUTATING_REVIEW","OLC/object/flag mutation","    case 'Q':
      if (OLC_VAL(d)) {		/* Anything been changed? */
	write_to_output(d, ""Do you wish to save your changes? : "");
	OLC_MODE(d) = SEDIT_CONFIRM_SAVESTRING;
      } else
	cleanup_olc(d, CLEANUP_ALL);
      return;"
"src\sedit.c","486","sedit_parse","'0'","SEDIT_KEEPER","Enter vnum number of shop keeper :","MUTATING_REVIEW","OLC/object/flag mutation","    case '0':
      OLC_MODE(d) = SEDIT_KEEPER;
      write_to_output(d, ""Enter vnum number of shop keeper : "");
      return;"
"src\sedit.c","490","sedit_parse","'1'","SEDIT_OPEN1","","MUTATING_REVIEW","OLC/object/flag mutation","    case '1':
      OLC_MODE(d) = SEDIT_OPEN1;
      i++;
      break;"
"src\sedit.c","494","sedit_parse","'2'","SEDIT_CLOSE1","","MUTATING_REVIEW","OLC/object/flag mutation","    case '2':
      OLC_MODE(d) = SEDIT_CLOSE1;
      i++;
      break;"
"src\sedit.c","498","sedit_parse","'3'","SEDIT_OPEN2","","MUTATING_REVIEW","OLC/object/flag mutation","    case '3':
      OLC_MODE(d) = SEDIT_OPEN2;
      i++;
      break;"
"src\sedit.c","502","sedit_parse","'4'","SEDIT_CLOSE2","","MUTATING_REVIEW","OLC/object/flag mutation","    case '4':
      OLC_MODE(d) = SEDIT_CLOSE2;
      i++;
      break;"
"src\sedit.c","506","sedit_parse","'5'","SEDIT_BUY_PROFIT","","MUTATING_REVIEW","OLC/object/flag mutation","    case '5':
      OLC_MODE(d) = SEDIT_BUY_PROFIT;
      i++;
      break;"
"src\sedit.c","510","sedit_parse","'6'","SEDIT_SELL_PROFIT","","MUTATING_REVIEW","OLC/object/flag mutation","    case '6':
      OLC_MODE(d) = SEDIT_SELL_PROFIT;
      i++;
      break;"
"src\sedit.c","514","sedit_parse","'7'","SEDIT_NOITEM1","","MUTATING_REVIEW","OLC/object/flag mutation","    case '7':
      OLC_MODE(d) = SEDIT_NOITEM1;
      i--;
      break;"
